amount,due_date,paid_date,status,tenant_profile_id,suite_id
1500,5195-07-31,,DUE,38600,38700
1500,5195-08-30,5195-08-31,PAID,38601,38701
1500,5195-09-29,,DUE,38602,38702
1200,5195-10-29,,DUE,38603,38703
1000,5195-11-28,,DUE,38604,38704
1500,5195-12-28,5196-01-01,PAID,38605,38705
1200,5196-01-27,,DUE,38606,38706
1200,5196-02-26,,DUE,38607,38707
1000,5196-03-27,5196-03-30,PAID,38608,38708
1000,5196-04-26,5196-05-03,PAID,38609,38709
1200,5196-05-26,,DUE,38610,38710
1200,5196-06-25,5196-06-26,PAID,38611,38711
1500,5196-07-25,,DUE,38612,38712
1200,5196-08-24,5196-08-31,PAID,38613,38713
1200,5196-09-23,,DUE,38614,38714
1500,5196-10-23,,DUE,38615,38715
1000,5196-11-22,,DUE,38616,38716
1500,5196-12-22,,DUE,38617,38717
1000,5197-01-21,,DUE,38618,38718
1200,5197-02-20,,DUE,38619,38719
1200,5197-03-22,,DUE,38620,38720
1500,5197-04-21,,DUE,38621,38721
1000,5197-05-21,5197-05-24,PAID,38622,38722
1200,5197-06-20,,DUE,38623,38723
1000,5197-07-20,,DUE,38624,38724
1000,5197-08-19,,DUE,38625,38725
1000,5197-09-18,5197-09-21,PAID,38626,38726
1500,5197-10-18,5197-10-23,PAID,38627,38727
1200,5197-11-17,5197-11-25,PAID,38628,38728
1200,5197-12-17,5197-12-23,PAID,38629,38729
1000,5198-01-16,5198-01-18,PAID,38630,38730
1500,5198-02-15,5198-02-20,PAID,38631,38731
1500,5198-03-17,,DUE,38632,38732
1500,5198-04-16,5198-04-19,PAID,38633,38733
1000,5198-05-16,5198-05-21,PAID,38634,38734
1500,5198-06-15,,DUE,38635,38735
1200,5198-07-15,,DUE,38636,38736
1200,5198-08-14,,DUE,38637,38737
1000,5198-09-13,5198-09-15,PAID,38638,38738
1200,5198-10-13,5198-10-22,PAID,38639,38739
1000,5198-11-12,,DUE,38640,38740
1500,5198-12-12,,DUE,38641,38741
1500,5199-01-11,5199-01-18,PAID,38642,38742
1200,5199-02-10,,DUE,38643,38743
1000,5199-03-12,5199-03-19,PAID,38644,38744
1200,5199-04-11,,DUE,38645,38745
1000,5199-05-11,5199-05-15,PAID,38646,38746
1200,5199-06-10,5199-06-11,PAID,38647,38747
1000,5199-07-10,5199-07-17,PAID,38648,38748
1000,5199-08-09,,DUE,38649,38749
1200,5199-09-08,,DUE,38650,38750
1000,5199-10-08,,DUE,38651,38751
1500,5199-11-07,,DUE,38652,38752
1500,5199-12-07,,DUE,38653,38753
1000,5200-01-06,,DUE,38654,38754
1200,5200-02-05,,DUE,38655,38755
1500,5200-03-06,,DUE,38656,38756
1500,5200-04-05,5200-04-11,PAID,38657,38757
1000,5200-05-05,,DUE,38658,38758
1500,5200-06-04,,DUE,38659,38759
1200,5200-07-04,,DUE,38660,38760
1200,5200-08-03,,DUE,38661,38761
1000,5200-09-02,5200-09-11,PAID,38662,38762
1000,5200-10-02,5200-10-05,PAID,38663,38763
1200,5200-11-01,,DUE,38664,38764
1000,5200-12-01,5200-12-09,PAID,38665,38765
1200,5200-12-31,,DUE,38666,38766
1500,5201-01-30,,DUE,38667,38767
1000,5201-03-01,,DUE,38668,38768
1200,5201-03-31,5201-04-07,PAID,38669,38769
1200,5201-04-30,5201-05-08,PAID,38670,38770
1200,5201-05-30,5201-06-05,PAID,38671,38771
1000,5201-06-29,,DUE,38672,38772
1500,5201-07-29,5201-08-07,PAID,38673,38773
1200,5201-08-28,5201-08-31,PAID,38674,38774
1000,5201-09-27,,DUE,38675,38775
1500,5201-10-27,,DUE,38676,38776
1000,5201-11-26,5201-11-29,PAID,38677,38777
1200,5201-12-26,5202-01-01,PAID,38678,38778
1500,5202-01-25,,DUE,38679,38779
1500,5202-02-24,5202-02-28,PAID,38680,38780
1000,5202-03-26,5202-04-03,PAID,38681,38781
1200,5202-04-25,,DUE,38682,38782
1000,5202-05-25,,DUE,38683,38783
1000,5202-06-24,,DUE,38684,38784
1200,5202-07-24,5202-08-02,PAID,38685,38785
1000,5202-08-23,,DUE,38686,38786
1000,5202-09-22,5202-09-25,PAID,38687,38787
1500,5202-10-22,5202-10-24,PAID,38688,38788
1200,5202-11-21,,DUE,38689,38789
1200,5202-12-21,5202-12-30,PAID,38690,38790
1500,5203-01-20,5203-01-26,PAID,38691,38791
1500,5203-02-19,5203-02-28,PAID,38692,38792
1200,5203-03-21,,DUE,38693,38793
1500,5203-04-20,5203-04-28,PAID,38694,38794
1200,5203-05-20,5203-05-23,PAID,38695,38795
1000,5203-06-19,,DUE,38696,38796
1200,5203-07-19,5203-07-25,PAID,38697,38797
1200,5203-08-18,,DUE,38698,38798
1000,5203-09-17,,DUE,38699,38799
1500,5203-10-17,,DUE,38700,38800
1000,5203-11-16,5203-11-24,PAID,38701,38801
1500,5203-12-16,5203-12-17,PAID,38702,38802
1200,5204-01-15,5204-01-21,PAID,38703,38803
1000,5204-02-14,,DUE,38704,38804
1200,5204-03-15,,DUE,38705,38805
1200,5204-04-14,,DUE,38706,38806
1000,5204-05-14,,DUE,38707,38807
1000,5204-06-13,5204-06-22,PAID,38708,38808
1200,5204-07-13,5204-07-16,PAID,38709,38809
1000,5204-08-12,5204-08-19,PAID,38710,38810
1000,5204-09-11,,DUE,38711,38811
1500,5204-10-11,,DUE,38712,38812
1000,5204-11-10,,DUE,38713,38813
1000,5204-12-10,5204-12-11,PAID,38714,38814
1200,5205-01-09,5205-01-19,PAID,38715,38815
1500,5205-02-08,,DUE,38716,38816
1200,5205-03-10,5205-03-12,PAID,38717,38817
1500,5205-04-09,5205-04-18,PAID,38718,38818
1200,5205-05-09,,DUE,38719,38819
1000,5205-06-08,,DUE,38720,38820
1500,5205-07-08,,DUE,38721,38821
1200,5205-08-07,,DUE,38722,38822
1200,5205-09-06,5205-09-08,PAID,38723,38823
1000,5205-10-06,,DUE,38724,38824
1200,5205-11-05,,DUE,38725,38825
1000,5205-12-05,,DUE,38726,38826
1500,5206-01-04,5206-01-14,PAID,38727,38827
1000,5206-02-03,,DUE,38728,38828
1000,5206-03-05,,DUE,38729,38829
1000,5206-04-04,,DUE,38730,38830
1500,5206-05-04,,DUE,38731,38831
1200,5206-06-03,,DUE,38732,38832
1000,5206-07-03,,DUE,38733,38833
1200,5206-08-02,,DUE,38734,38834
1200,5206-09-01,5206-09-04,PAID,38735,38835
1200,5206-10-01,,DUE,38736,38836
1500,5206-10-31,5206-11-05,PAID,38737,38837
1200,5206-11-30,5206-12-07,PAID,38738,38838
1500,5206-12-30,5207-01-04,PAID,38739,38839
1500,5207-01-29,,DUE,38740,38840
1200,5207-02-28,5207-03-09,PAID,38741,38841
1200,5207-03-30,,DUE,38742,38842
1200,5207-04-29,,DUE,38743,38843
1500,5207-05-29,5207-06-04,PAID,38744,38844
1000,5207-06-28,5207-07-03,PAID,38745,38845
1200,5207-07-28,5207-08-04,PAID,38746,38846
1200,5207-08-27,,DUE,38747,38847
1200,5207-09-26,5207-09-30,PAID,38748,38848
1000,5207-10-26,,DUE,38749,38849
1000,5207-11-25,,DUE,38750,38850
1500,5207-12-25,,DUE,38751,38851
1500,5208-01-24,,DUE,38752,38852
1000,5208-02-23,5208-02-26,PAID,38753,38853
1000,5208-03-24,,DUE,38754,38854
1200,5208-04-23,5208-05-01,PAID,38755,38855
1500,5208-05-23,,DUE,38756,38856
1200,5208-06-22,5208-06-29,PAID,38757,38857
1500,5208-07-22,5208-07-29,PAID,38758,38858
1200,5208-08-21,5208-08-25,PAID,38759,38859
1500,5208-09-20,5208-09-27,PAID,38760,38860
1200,5208-10-20,5208-10-22,PAID,38761,38861
1200,5208-11-19,,DUE,38762,38862
1200,5208-12-19,5208-12-28,PAID,38763,38863
1500,5209-01-18,5209-01-21,PAID,38764,38864
1500,5209-02-17,5209-02-27,PAID,38765,38865
1000,5209-03-19,,DUE,38766,38866
1200,5209-04-18,,DUE,38767,38867
1000,5209-05-18,,DUE,38768,38868
1500,5209-06-17,5209-06-24,PAID,38769,38869
1200,5209-07-17,5209-07-21,PAID,38770,38870
1000,5209-08-16,5209-08-17,PAID,38771,38871
1200,5209-09-15,,DUE,38772,38872
1500,5209-10-15,,DUE,38773,38873
1500,5209-11-14,5209-11-24,PAID,38774,38874
1200,5209-12-14,5209-12-22,PAID,38775,38875
1000,5210-01-13,,DUE,38776,38876
1000,5210-02-12,,DUE,38777,38877
1500,5210-03-14,5210-03-22,PAID,38778,38878
1200,5210-04-13,,DUE,38779,38879
1200,5210-05-13,5210-05-23,PAID,38780,38880
1500,5210-06-12,,DUE,38781,38881
1000,5210-07-12,,DUE,38782,38882
1200,5210-08-11,5210-08-12,PAID,38783,38883
1000,5210-09-10,5210-09-13,PAID,38784,38884
1500,5210-10-10,,DUE,38785,38885
1000,5210-11-09,5210-11-11,PAID,38786,38886
1500,5210-12-09,,DUE,38787,38887
1000,5211-01-08,5211-01-17,PAID,38788,38888
1000,5211-02-07,5211-02-11,PAID,38789,38889
1000,5211-03-09,,DUE,38790,38890
1200,5211-04-08,5211-04-17,PAID,38791,38891
1500,5211-05-08,5211-05-11,PAID,38792,38892
1200,5211-06-07,,DUE,38793,38893
1200,5211-07-07,5211-07-08,PAID,38794,38894
1200,5211-08-06,,DUE,38795,38895
1500,5211-09-05,,DUE,38796,38896
1200,5211-10-05,,DUE,38797,38897
1000,5211-11-04,5211-11-09,PAID,38798,38898
1200,5211-12-04,5211-12-06,PAID,38799,38899
1500,5212-01-03,5212-01-05,PAID,38800,38900
1200,5212-02-02,,DUE,38801,38901
1200,5212-03-03,5212-03-08,PAID,38802,38902
1200,5212-04-02,5212-04-03,PAID,38803,38903
1000,5212-05-02,,DUE,38804,38904
1200,5212-06-01,5212-06-02,PAID,38805,38905
1000,5212-07-01,,DUE,38806,38906
1200,5212-07-31,5212-08-01,PAID,38807,38907
1500,5212-08-30,5212-08-31,PAID,38808,38908
1500,5212-09-29,5212-10-03,PAID,38809,38909
1000,5212-10-29,,DUE,38810,38910
1000,5212-11-28,5212-11-30,PAID,38811,38911
1500,5212-12-28,,DUE,38812,38912
1500,5213-01-27,5213-01-28,PAID,38813,38913
1500,5213-02-26,,DUE,38814,38914
1000,5213-03-28,,DUE,38815,38915
1500,5213-04-27,5213-05-07,PAID,38816,38916
1200,5213-05-27,5213-06-01,PAID,38817,38917
1000,5213-06-26,5213-07-06,PAID,38818,38918
1200,5213-07-26,5213-08-04,PAID,38819,38919
1500,5213-08-25,,DUE,38820,38920
1000,5213-09-24,5213-09-25,PAID,38821,38921
1500,5213-10-24,5213-10-28,PAID,38822,38922
1500,5213-11-23,5213-12-03,PAID,38823,38923
1000,5213-12-23,5213-12-25,PAID,38824,38924
1500,5214-01-22,,DUE,38825,38925
1200,5214-02-21,5214-02-28,PAID,38826,38926
1200,5214-03-23,5214-03-24,PAID,38827,38927
1500,5214-04-22,,DUE,38828,38928
1200,5214-05-22,5214-05-26,PAID,38829,38929
1500,5214-06-21,5214-06-23,PAID,38830,38930
1500,5214-07-21,5214-07-30,PAID,38831,38931
1500,5214-08-20,5214-08-21,PAID,38832,38932
1200,5214-09-19,,DUE,38833,38933
1500,5214-10-19,,DUE,38834,38934
1000,5214-11-18,,DUE,38835,38935
1000,5214-12-18,,DUE,38836,38936
1200,5215-01-17,5215-01-18,PAID,38837,38937
1500,5215-02-16,5215-02-25,PAID,38838,38938
1000,5215-03-18,5215-03-24,PAID,38839,38939
1500,5215-04-17,5215-04-18,PAID,38840,38940
1000,5215-05-17,,DUE,38841,38941
1200,5215-06-16,5215-06-24,PAID,38842,38942
1000,5215-07-16,5215-07-24,PAID,38843,38943
1500,5215-08-15,,DUE,38844,38944
1500,5215-09-14,,DUE,38845,38945
1200,5215-10-14,5215-10-21,PAID,38846,38946
1000,5215-11-13,,DUE,38847,38947
1200,5215-12-13,,DUE,38848,38948
1000,5216-01-12,5216-01-16,PAID,38849,38949
1000,5216-02-11,5216-02-20,PAID,38850,38950
1200,5216-03-12,5216-03-21,PAID,38851,38951
1200,5216-04-11,5216-04-20,PAID,38852,38952
1500,5216-05-11,,DUE,38853,38953
1200,5216-06-10,,DUE,38854,38954
1000,5216-07-10,5216-07-16,PAID,38855,38955
1500,5216-08-09,,DUE,38856,38956
1200,5216-09-08,,DUE,38857,38957
1500,5216-10-08,,DUE,38858,38958
1000,5216-11-07,5216-11-09,PAID,38859,38959
1200,5216-12-07,5216-12-12,PAID,38860,38960
1500,5217-01-06,5217-01-16,PAID,38861,38961
1000,5217-02-05,,DUE,38862,38962
1000,5217-03-07,5217-03-10,PAID,38863,38963
1200,5217-04-06,5217-04-16,PAID,38864,38964
1000,5217-05-06,,DUE,38865,38965
1000,5217-06-05,,DUE,38866,38966
1500,5217-07-05,5217-07-14,PAID,38867,38967
1500,5217-08-04,,DUE,38868,38968
1000,5217-09-03,5217-09-08,PAID,38869,38969
1500,5217-10-03,5217-10-13,PAID,38870,38970
1500,5217-11-02,5217-11-11,PAID,38871,38971
1000,5217-12-02,,DUE,38872,38972
1000,5218-01-01,,DUE,38873,38973
1500,5218-01-31,,DUE,38874,38974
1200,5218-03-02,5218-03-04,PAID,38875,38975
1000,5218-04-01,5218-04-04,PAID,38876,38976
1000,5218-05-01,,DUE,38877,38977
1200,5218-05-31,,DUE,38878,38978
1500,5218-06-30,,DUE,38879,38979
1000,5218-07-30,,DUE,38880,38980
1500,5218-08-29,5218-08-30,PAID,38881,38981
1200,5218-09-28,,DUE,38882,38982
1200,5218-10-28,,DUE,38883,38983
1500,5218-11-27,,DUE,38884,38984
1200,5218-12-27,5218-12-31,PAID,38885,38985
1500,5219-01-26,,DUE,38886,38986
1200,5219-02-25,,DUE,38887,38987
1200,5219-03-27,,DUE,38888,38988
1200,5219-04-26,,DUE,38889,38989
1200,5219-05-26,5219-06-04,PAID,38890,38990
1500,5219-06-25,,DUE,38891,38991
1500,5219-07-25,5219-08-02,PAID,38892,38992
1500,5219-08-24,,DUE,38893,38993
1200,5219-09-23,,DUE,38894,38994
1500,5219-10-23,,DUE,38895,38995
1000,5219-11-22,5219-11-28,PAID,38896,38996
1000,5219-12-22,5219-12-31,PAID,38897,38997
1200,5220-01-21,,DUE,38898,38998
1000,5220-02-20,5220-02-21,PAID,38899,38999
1000,5220-03-21,5220-03-22,PAID,38900,39000
1000,5220-04-20,5220-04-23,PAID,38901,39001
1000,5220-05-20,5220-05-22,PAID,38902,39002
1500,5220-06-19,,DUE,38903,39003
1500,5220-07-19,5220-07-22,PAID,38904,39004
1000,5220-08-18,,DUE,38905,39005
1000,5220-09-17,5220-09-19,PAID,38906,39006
1500,5220-10-17,,DUE,38907,39007
1000,5220-11-16,,DUE,38908,39008
1000,5220-12-16,5220-12-18,PAID,38909,39009
1200,5221-01-15,5221-01-23,PAID,38910,39010
1000,5221-02-14,,DUE,38911,39011
1000,5221-03-16,5221-03-22,PAID,38912,39012
1200,5221-04-15,5221-04-18,PAID,38913,39013
1200,5221-05-15,5221-05-18,PAID,38914,39014
1500,5221-06-14,,DUE,38915,39015
1500,5221-07-14,,DUE,38916,39016
1000,5221-08-13,,DUE,38917,39017
1000,5221-09-12,5221-09-14,PAID,38918,39018
1200,5221-10-12,5221-10-13,PAID,38919,39019
1200,5221-11-11,5221-11-14,PAID,38920,39020
1200,5221-12-11,,DUE,38921,39021
1000,5222-01-10,,DUE,38922,39022
1000,5222-02-09,,DUE,38923,39023
1500,5222-03-11,,DUE,38924,39024
1000,5222-04-10,,DUE,38925,39025
1200,5222-05-10,,DUE,38926,39026
1000,5222-06-09,,DUE,38927,39027
1200,5222-07-09,,DUE,38928,39028
1000,5222-08-08,,DUE,38929,39029
1200,5222-09-07,,DUE,38930,39030
1500,5222-10-07,5222-10-17,PAID,38931,39031
1200,5222-11-06,,DUE,38932,39032
1500,5222-12-06,5222-12-16,PAID,38933,39033
1200,5223-01-05,5223-01-10,PAID,38934,39034
1500,5223-02-04,5223-02-10,PAID,38935,39035
1200,5223-03-06,,DUE,38936,39036
1000,5223-04-05,5223-04-08,PAID,38937,39037
1000,5223-05-05,5223-05-06,PAID,38938,39038
1000,5223-06-04,5223-06-07,PAID,38939,39039
1200,5223-07-04,,DUE,38940,39040
1200,5223-08-03,,DUE,38941,39041
1200,5223-09-02,5223-09-03,PAID,38942,39042
1000,5223-10-02,,DUE,38943,39043
1200,5223-11-01,,DUE,38944,39044
1200,5223-12-01,,DUE,38945,39045
1000,5223-12-31,,DUE,38946,39046
1000,5224-01-30,,DUE,38947,39047
1200,5224-02-29,,DUE,38948,39048
1500,5224-03-30,,DUE,38949,39049
1000,5224-04-29,5224-05-08,PAID,38950,39050
1200,5224-05-29,5224-06-04,PAID,38951,39051
1200,5224-06-28,5224-07-03,PAID,38952,39052
1000,5224-07-28,5224-08-03,PAID,38953,39053
1500,5224-08-27,,DUE,38954,39054
1500,5224-09-26,5224-09-29,PAID,38955,39055
1500,5224-10-26,5224-10-27,PAID,38956,39056
1500,5224-11-25,,DUE,38957,39057
1000,5224-12-25,,DUE,38958,39058
1500,5225-01-24,5225-01-27,PAID,38959,39059
1000,5225-02-23,5225-02-28,PAID,38960,39060
1200,5225-03-25,5225-04-03,PAID,38961,39061
1200,5225-04-24,,DUE,38962,39062
1200,5225-05-24,5225-05-30,PAID,38963,39063
1500,5225-06-23,5225-06-25,PAID,38964,39064
1200,5225-07-23,,DUE,38965,39065
1500,5225-08-22,,DUE,38966,39066
1200,5225-09-21,,DUE,38967,39067
1500,5225-10-21,,DUE,38968,39068
1200,5225-11-20,5225-11-29,PAID,38969,39069
1200,5225-12-20,5225-12-28,PAID,38970,39070
1000,5226-01-19,,DUE,38971,39071
1200,5226-02-18,5226-02-20,PAID,38972,39072
1500,5226-03-20,5226-03-30,PAID,38973,39073
1000,5226-04-19,,DUE,38974,39074
1500,5226-05-19,5226-05-24,PAID,38975,39075
1500,5226-06-18,,DUE,38976,39076
1000,5226-07-18,5226-07-22,PAID,38977,39077
1500,5226-08-17,,DUE,38978,39078
1500,5226-09-16,,DUE,38979,39079
1000,5226-10-16,5226-10-20,PAID,38980,39080
1500,5226-11-15,,DUE,38981,39081
1200,5226-12-15,5226-12-24,PAID,38982,39082
1000,5227-01-14,,DUE,38983,39083
1000,5227-02-13,5227-02-19,PAID,38984,39084
1000,5227-03-15,,DUE,38985,39085
1500,5227-04-14,,DUE,38986,39086
1000,5227-05-14,5227-05-21,PAID,38987,39087
1200,5227-06-13,5227-06-18,PAID,38988,39088
1500,5227-07-13,5227-07-18,PAID,38989,39089
1000,5227-08-12,,DUE,38990,39090
1000,5227-09-11,,DUE,38991,39091
1200,5227-10-11,5227-10-19,PAID,38992,39092
1200,5227-11-10,,DUE,38993,39093
1000,5227-12-10,5227-12-17,PAID,38994,39094
1000,5228-01-09,,DUE,38995,39095
1000,5228-02-08,5228-02-14,PAID,38996,39096
1500,5228-03-09,,DUE,38997,39097
1200,5228-04-08,,DUE,38998,39098
1000,5228-05-08,5228-05-13,PAID,38999,39099
1200,5228-06-07,,DUE,39000,39100
1200,5228-07-07,,DUE,39001,39101
1500,5228-08-06,,DUE,39002,39102
1200,5228-09-05,,DUE,39003,39103
1200,5228-10-05,5228-10-13,PAID,39004,39104
1200,5228-11-04,,DUE,39005,39105
1000,5228-12-04,,DUE,39006,39106
1200,5229-01-03,5229-01-10,PAID,39007,39107
1000,5229-02-02,,DUE,39008,39108
1000,5229-03-04,5229-03-12,PAID,39009,39109
1200,5229-04-03,5229-04-08,PAID,39010,39110
1000,5229-05-03,,DUE,39011,39111
1000,5229-06-02,,DUE,39012,39112
1500,5229-07-02,,DUE,39013,39113
1200,5229-08-01,,DUE,39014,39114
1000,5229-08-31,,DUE,39015,39115
1500,5229-09-30,5229-10-02,PAID,39016,39116
1000,5229-10-30,,DUE,39017,39117
1200,5229-11-29,5229-12-02,PAID,39018,39118
1200,5229-12-29,5230-01-05,PAID,39019,39119
1200,5230-01-28,,DUE,39020,39120
1200,5230-02-27,,DUE,39021,39121
1000,5230-03-29,5230-03-30,PAID,39022,39122
1500,5230-04-28,,DUE,39023,39123
1000,5230-05-28,5230-06-02,PAID,39024,39124
1200,5230-06-27,5230-07-01,PAID,39025,39125
1500,5230-07-27,5230-07-28,PAID,39026,39126
1200,5230-08-26,,DUE,39027,39127
1000,5230-09-25,5230-09-29,PAID,39028,39128
1200,5230-10-25,5230-11-02,PAID,39029,39129
1500,5230-11-24,5230-11-30,PAID,39030,39130
1500,5230-12-24,,DUE,39031,39131
1500,5231-01-23,,DUE,39032,39132
1200,5231-02-22,5231-02-28,PAID,39033,39133
1500,5231-03-24,,DUE,39034,39134
1000,5231-04-23,,DUE,39035,39135
1000,5231-05-23,,DUE,39036,39136
1200,5231-06-22,,DUE,39037,39137
1200,5231-07-22,5231-07-26,PAID,39038,39138
1200,5231-08-21,5231-08-22,PAID,39039,39139
1200,5231-09-20,,DUE,39040,39140
1200,5231-10-20,,DUE,39041,39141
1200,5231-11-19,,DUE,39042,39142
1500,5231-12-19,5231-12-25,PAID,39043,39143
1200,5232-01-18,5232-01-25,PAID,39044,39144
1200,5232-02-17,,DUE,39045,39145
1000,5232-03-18,,DUE,39046,39146
1200,5232-04-17,,DUE,39047,39147
1000,5232-05-17,5232-05-25,PAID,39048,39148
1500,5232-06-16,,DUE,39049,39149
1000,5232-07-16,5232-07-20,PAID,39050,39150
1000,5232-08-15,,DUE,39051,39151
1200,5232-09-14,5232-09-17,PAID,39052,39152
1000,5232-10-14,5232-10-15,PAID,39053,39153
1000,5232-11-13,5232-11-15,PAID,39054,39154
1500,5232-12-13,,DUE,39055,39155
1200,5233-01-12,5233-01-22,PAID,39056,39156
1500,5233-02-11,,DUE,39057,39157
1000,5233-03-13,,DUE,39058,39158
1500,5233-04-12,,DUE,39059,39159
1200,5233-05-12,,DUE,39060,39160
1200,5233-06-11,5233-06-19,PAID,39061,39161
1200,5233-07-11,,DUE,39062,39162
1200,5233-08-10,,DUE,39063,39163
1500,5233-09-09,5233-09-19,PAID,39064,39164
1000,5233-10-09,5233-10-14,PAID,39065,39165
1000,5233-11-08,5233-11-18,PAID,39066,39166
1500,5233-12-08,5233-12-12,PAID,39067,39167
1500,5234-01-07,,DUE,39068,39168
1500,5234-02-06,,DUE,39069,39169
1200,5234-03-08,5234-03-11,PAID,39070,39170
1000,5234-04-07,,DUE,39071,39171
1200,5234-05-07,,DUE,39072,39172
1200,5234-06-06,5234-06-13,PAID,39073,39173
1500,5234-07-06,5234-07-13,PAID,39074,39174
1000,5234-08-05,5234-08-11,PAID,39075,39175
1200,5234-09-04,5234-09-14,PAID,39076,39176
1000,5234-10-04,,DUE,39077,39177
1200,5234-11-03,5234-11-12,PAID,39078,39178
1200,5234-12-03,5234-12-09,PAID,39079,39179
1000,5235-01-02,,DUE,39080,39180
1500,5235-02-01,,DUE,39081,39181
1200,5235-03-03,,DUE,39082,39182
1500,5235-04-02,,DUE,39083,39183
1500,5235-05-02,,DUE,39084,39184
1000,5235-06-01,5235-06-03,PAID,39085,39185
1200,5235-07-01,,DUE,39086,39186
1000,5235-07-31,5235-08-04,PAID,39087,39187
1000,5235-08-30,,DUE,39088,39188
1200,5235-09-29,5235-10-03,PAID,39089,39189
1000,5235-10-29,5235-11-07,PAID,39090,39190
1000,5235-11-28,,DUE,39091,39191
1200,5235-12-28,5236-01-02,PAID,39092,39192
1200,5236-01-27,5236-02-06,PAID,39093,39193
1500,5236-02-26,,DUE,39094,39194
1200,5236-03-27,,DUE,39095,39195
1000,5236-04-26,,DUE,39096,39196
1000,5236-05-26,,DUE,39097,39197
1000,5236-06-25,5236-07-04,PAID,39098,39198
1000,5236-07-25,5236-07-28,PAID,39099,39199
1500,5236-08-24,5236-09-02,PAID,39100,39200
1500,5236-09-23,,DUE,39101,39201
1000,5236-10-23,,DUE,39102,39202
1000,5236-11-22,,DUE,39103,39203
1200,5236-12-22,,DUE,39104,39204
1000,5237-01-21,,DUE,39105,39205
1000,5237-02-20,5237-02-28,PAID,39106,39206
1000,5237-03-22,5237-03-30,PAID,39107,39207
1200,5237-04-21,5237-04-23,PAID,39108,39208
1200,5237-05-21,,DUE,39109,39209
1500,5237-06-20,,DUE,39110,39210
1000,5237-07-20,5237-07-28,PAID,39111,39211
1000,5237-08-19,5237-08-26,PAID,39112,39212
1500,5237-09-18,5237-09-24,PAID,39113,39213
1200,5237-10-18,5237-10-21,PAID,39114,39214
1500,5237-11-17,5237-11-20,PAID,39115,39215
1500,5237-12-17,5237-12-27,PAID,39116,39216
1200,5238-01-16,,DUE,39117,39217
1500,5238-02-15,5238-02-23,PAID,39118,39218
1000,5238-03-17,5238-03-18,PAID,39119,39219
1500,5238-04-16,5238-04-25,PAID,39120,39220
1200,5238-05-16,,DUE,39121,39221
1500,5238-06-15,5238-06-24,PAID,39122,39222
1200,5238-07-15,,DUE,39123,39223
1200,5238-08-14,5238-08-20,PAID,39124,39224
1500,5238-09-13,,DUE,39125,39225
1000,5238-10-13,5238-10-23,PAID,39126,39226
1200,5238-11-12,5238-11-19,PAID,39127,39227
1500,5238-12-12,,DUE,39128,39228
1000,5239-01-11,5239-01-15,PAID,39129,39229
1500,5239-02-10,,DUE,39130,39230
1500,5239-03-12,,DUE,39131,39231
1200,5239-04-11,,DUE,39132,39232
1500,5239-05-11,5239-05-19,PAID,39133,39233
1500,5239-06-10,5239-06-12,PAID,39134,39234
1500,5239-07-10,,DUE,39135,39235
1200,5239-08-09,,DUE,39136,39236
1200,5239-09-08,5239-09-09,PAID,39137,39237
1200,5239-10-08,,DUE,39138,39238
1500,5239-11-07,5239-11-10,PAID,39139,39239
1200,5239-12-07,,DUE,39140,39240
1200,5240-01-06,,DUE,39141,39241
1500,5240-02-05,5240-02-14,PAID,39142,39242
1200,5240-03-06,5240-03-08,PAID,39143,39243
1500,5240-04-05,,DUE,39144,39244
1500,5240-05-05,5240-05-12,PAID,39145,39245
1000,5240-06-04,5240-06-07,PAID,39146,39246
1000,5240-07-04,,DUE,39147,39247
1000,5240-08-03,5240-08-07,PAID,39148,39248
1000,5240-09-02,5240-09-04,PAID,39149,39249
1500,5240-10-02,5240-10-03,PAID,39150,39250
1000,5240-11-01,5240-11-11,PAID,39151,39251
1500,5240-12-01,,DUE,39152,39252
1000,5240-12-31,,DUE,39153,39253
1500,5241-01-30,,DUE,39154,39254
1500,5241-03-01,5241-03-11,PAID,39155,39255
1200,5241-03-31,5241-04-08,PAID,39156,39256
1000,5241-04-30,5241-05-01,PAID,39157,39257
1000,5241-05-30,5241-06-04,PAID,39158,39258
1000,5241-06-29,5241-06-30,PAID,39159,39259
1500,5241-07-29,,DUE,39160,39260
1200,5241-08-28,5241-09-03,PAID,39161,39261
1000,5241-09-27,,DUE,39162,39262
1000,5241-10-27,,DUE,39163,39263
1500,5241-11-26,,DUE,39164,39264
1200,5241-12-26,,DUE,39165,39265
1000,5242-01-25,,DUE,39166,39266
1500,5242-02-24,,DUE,39167,39267
1000,5242-03-26,,DUE,39168,39268
1000,5242-04-25,5242-05-04,PAID,39169,39269
1200,5242-05-25,5242-05-31,PAID,39170,39270
1200,5242-06-24,5242-07-03,PAID,39171,39271
1000,5242-07-24,5242-07-30,PAID,39172,39272
1200,5242-08-23,,DUE,39173,39273
1500,5242-09-22,,DUE,39174,39274
1000,5242-10-22,,DUE,39175,39275
1000,5242-11-21,,DUE,39176,39276
1000,5242-12-21,,DUE,39177,39277
1000,5243-01-20,,DUE,39178,39278
1500,5243-02-19,,DUE,39179,39279
1500,5243-03-21,,DUE,39180,39280
1200,5243-04-20,5243-04-29,PAID,39181,39281
1000,5243-05-20,,DUE,39182,39282
1500,5243-06-19,5243-06-20,PAID,39183,39283
1500,5243-07-19,5243-07-20,PAID,39184,39284
